UID|User|AllocTRES|AveDiskRead|AveDiskWrite|CPUTimeRAW|TotalCPU|ElapsedRaw|State|Partition|
||cpu=1,mem=4G,node=1|717.47M|0.19M|11391|03:07:56|11391|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11391|00:00.001|11391|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||11332|03:07:07|11332|COMPLETED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.18M|11332|03:07:07|11332|COMPLETED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|11332|00:00.001|11332|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||388|05:31.586|388|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|388|05:31.584|388|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|388|00:00.001|388|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||379|05:28.883|379|FAILED|compute|
||cpu=1,mem=4G,node=1|717.56M|0.03M|379|05:28.881|379|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|379|00:00.002|379|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||547|08:22.646|547|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|547|08:22.644|547|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|547|00:00.002|547|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||347|05:22.085|347|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|347|05:22.084|347|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|347|00:00.001|347|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||574|06:34.246|574|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|574|06:34.244|574|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|574|00:00.001|574|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||566|06:21.281|566|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|566|06:21.279|566|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|566|00:00.001|566|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||566|06:25.501|566|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|566|06:25.499|566|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|566|00:00.001|566|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||580|06:40.446|580|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|580|06:40.445|580|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|580|00:00.001|580|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||815|10:33.858|815|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|815|10:33.856|815|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|815|00:00.002|815|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||570|06:30.043|570|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|570|06:30.041|570|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|570|00:00.002|570|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||566|06:25.774|566|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|566|06:25.772|566|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|566|00:00.002|566|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||590|06:51.212|590|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|590|06:51.210|590|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|590|00:00.002|590|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||572|06:31.614|572|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|572|06:31.612|572|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|572|00:00.002|572|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||587|06:46.722|587|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|587|06:46.720|587|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|587|00:00.002|587|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||688|08:27.331|688|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|688|08:27.329|688|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|688|00:00.002|688|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||571|06:31.082|571|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|571|06:31.080|571|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|571|00:00.001|571|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||574|06:34.535|574|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|574|06:34.533|574|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|574|00:00.001|574|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||586|06:46.189|586|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|586|06:46.187|586|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|586|00:00.002|586|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||621|07:22.297|621|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|621|07:22.295|621|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|621|00:00.001|621|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||598|06:58.833|598|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|598|06:58.831|598|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|598|00:00.001|598|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||580|06:40.671|580|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|580|06:40.669|580|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|580|00:00.001|580|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||599|07:00.332|599|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|599|07:00.330|599|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|599|00:00.001|599|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||590|06:51.377|590|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|590|06:51.375|590|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|590|00:00.001|590|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||599|06:59.997|599|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|599|06:59.995|599|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|599|00:00.001|599|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||595|06:56.225|595|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|595|06:56.224|595|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|595|00:00.001|595|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||595|06:56.822|595|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|595|06:56.820|595|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|596|00:00.001|596|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||584|06:45.999|584|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|584|06:45.997|584|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|584|00:00.001|584|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||825|10:45.112|825|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|825|10:45.110|825|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|825|00:00.001|825|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||614|07:15.143|614|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|614|07:15.142|614|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|614|00:00:00|614|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||602|07:02.968|602|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|602|07:02.966|602|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|602|00:00.001|602|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||809|10:30.277|809|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|809|10:30.275|809|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|810|00:00.001|810|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||603|07:04.659|603|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|603|07:04.657|603|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|603|00:00.001|603|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||573|06:34.798|573|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|573|06:34.796|573|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|573|00:00.001|573|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||602|07:03.666|602|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|602|07:03.664|602|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|602|00:00.001|602|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||588|06:49.550|588|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|588|06:49.548|588|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|588|00:00.001|588|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||602|07:03.510|602|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|602|07:03.508|602|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|602|00:00.001|602|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||598|06:58.797|598|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|598|06:58.795|598|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|598|00:00.001|598|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||571|06:32.125|571|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|571|06:32.124|571|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|571|00:00.001|571|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||357|05:52.795|357|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|357|05:52.794|357|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|357|00:00:00|357|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||359|05:54.790|359|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|359|05:54.788|359|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|359|00:00.001|359|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||365|06:00.097|365|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|365|06:00.095|365|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|365|00:00.001|365|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||345|05:41.201|345|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|345|05:41.199|345|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|345|00:00.001|345|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||365|06:00.394|365|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|365|06:00.392|365|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|365|00:00.001|365|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||387|05:59.176|387|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|387|05:59.175|387|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|387|00:00:00|387|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||378|05:50.479|378|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|378|05:50.477|378|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|378|00:00.002|378|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||427|06:05.122|427|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|427|06:05.120|427|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|427|00:00.001|427|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||423|06:01.229|423|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|423|06:01.227|423|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|423|00:00.001|423|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||571|06:42.517|571|FAILED|compute|
||cpu=1,mem=4G,node=1|717.56M|0.03M|571|06:42.515|571|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|571|00:00.002|571|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||362|05:26.981|362|FAILED|compute|
||cpu=1,mem=4G,node=1|717.56M|0.03M|362|05:26.979|362|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|362|00:00.001|362|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||393|05:59.288|393|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|393|05:59.286|393|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|393|00:00.002|393|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||362|05:55.691|362|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|362|05:55.689|362|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|362|00:00.001|362|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||350|05:48.418|350|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|350|05:48.416|350|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|350|00:00.001|350|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||377|06:16.078|377|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|377|06:16.076|377|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|377|00:00.001|377|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||371|06:08.786|371|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|371|06:08.784|371|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|371|00:00.001|371|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||362|05:59.721|362|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|362|05:59.719|362|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|362|00:00.002|362|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||402|06:40.062|402|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|402|06:40.060|402|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|402|00:00.002|402|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||376|06:13.741|376|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|376|06:13.739|376|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|376|00:00.001|376|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||381|06:19.025|381|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|381|06:19.023|381|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|381|00:00.001|381|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||359|05:57.334|359|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|359|05:57.332|359|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|359|00:00.002|359|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||349|05:46.605|349|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|349|05:46.603|349|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|349|00:00.001|349|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||365|06:02.895|365|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|365|06:02.893|365|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|365|00:00.001|365|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||397|06:31.645|397|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|397|06:31.643|397|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|397|00:00.002|397|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||391|06:25.531|391|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|391|06:25.529|391|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|391|00:00.001|391|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||384|06:17.694|384|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|384|06:17.692|384|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|384|00:00.001|384|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||457|07:30.649|457|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|457|07:30.647|457|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|457|00:00.001|457|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||392|06:25.806|392|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|392|06:25.804|392|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|392|00:00.001|392|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||378|06:11.923|378|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|378|06:11.921|378|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|378|00:00.001|378|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||425|06:58.097|425|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|425|06:58.095|425|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|425|00:00.001|425|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||383|06:16.967|383|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|383|06:16.966|383|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|383|00:00.001|383|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||387|06:20.326|387|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|387|06:20.324|387|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|387|00:00.001|387|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||399|06:32.546|399|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|399|06:32.544|399|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|399|00:00.002|399|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||407|06:40.528|407|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|407|06:40.526|407|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|407|00:00.001|407|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||360|05:51.661|360|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|360|05:51.659|360|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|360|00:00.001|360|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||340|05:31.462|340|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|340|05:31.460|340|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|340|00:00.001|340|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||339|05:30.582|339|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|339|05:30.580|339|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|339|00:00.001|339|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||391|06:22.014|391|FAILED|compute|
||cpu=1,mem=4G,node=1|717.55M|0.03M|391|06:22.013|391|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|391|00:00.001|391|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||336|05:27.204|336|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|336|05:27.202|336|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|336|00:00.001|336|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||370|06:01.271|370|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|370|06:01.270|370|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|370|00:00.001|370|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||382|06:16.703|382|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|382|06:16.701|382|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|382|00:00.001|382|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||367|06:02.009|367|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|367|06:02.007|367|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|367|00:00.001|367|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||379|06:13.525|379|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|379|06:13.524|379|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|380|00:00.001|380|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||360|05:34.886|360|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|360|05:34.883|360|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|360|00:00.002|360|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||338|05:13.055|338|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|338|05:13.053|338|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|338|00:00.002|338|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||390|06:25.549|390|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|390|06:25.547|390|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|390|00:00.002|390|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||355|05:51.547|355|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|355|05:51.545|355|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|355|00:00.001|355|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||347|05:43.043|347|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|347|05:43.041|347|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|347|00:00.002|347|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||353|05:49.607|353|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|353|05:49.606|353|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|353|00:00:00|353|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||351|05:46.920|351|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|351|05:46.918|351|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|351|00:00.002|351|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||351|05:46.770|351|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|351|05:46.768|351|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|351|00:00.002|351|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||337|05:33.577|337|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|337|05:33.575|337|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|337|00:00.002|337|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||341|05:33.772|341|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|341|05:33.770|341|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|341|00:00.001|341|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||349|05:43.302|349|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|349|05:43.300|349|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|349|00:00.002|349|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||355|05:50.191|355|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|355|05:50.189|355|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|355|00:00.001|355|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||328|05:23.016|328|FAILED|compute|
||cpu=1,mem=4G,node=1|717.46M|0.03M|328|05:23.014|328|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|328|00:00.001|328|COMPLETED||
1192234|gvisan01|billing=1,cpu=1,mem=4G,node=1|||398|06:30.477|398|FAILED|compute|
||cpu=1,mem=4G,node=1|717.47M|0.03M|398|06:30.475|398|FAILED||
||billing=1,cpu=1,mem=4G,node=1|0.00M|0.00M|398|00:00.002|398|COMPLETED||
