UID|User|AllocTRES|AveDiskRead|AveDiskWrite|CPUTimeRAW|TotalCPU|ElapsedRaw|State|Partition|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.242|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.329|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.320|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.268|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.259|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.274|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.265|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.264|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.255|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.412|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.403|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.008|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.265|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.256|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.009|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.211|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.202|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.229|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.220|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||480|00:05.249|3|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:05.241|3|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|480|00:00.008|3|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.241|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.232|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.238|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.229|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.009|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.290|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.281|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.009|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.244|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.235|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.009|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||480|00:05.277|3|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:05.268|3|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|480|00:00.009|3|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.266|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.257|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.009|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.262|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.254|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.298|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.289|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.255|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.246|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.009|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||480|00:05.239|3|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:05.230|3|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|480|00:00.008|3|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.257|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.248|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.289|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.280|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||480|00:05.255|3|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:05.247|3|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|480|00:00.008|3|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.287|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.278|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.223|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.214|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.009|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||480|00:05.262|3|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:05.252|3|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|480|00:00.009|3|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.280|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.271|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.264|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.255|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.251|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.243|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.229|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.220|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||320|00:04.431|2|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|80|00:04.423|2|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|320|00:00.008|2|COMPLETED||
841398|zheng94|billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|||243284|2-19:11:06|243284|CANCELLED by 841398|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|8877.39M|231169.68M|243291|2-19:11:06|243291|CANCELLED||
||billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|0.00M|0.00M|243285|00:00:00|243285|COMPLETED||
841398|zheng94|billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|||49145|13:31:00|49145|CANCELLED by 841398|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|8115.82M|45047.18M|49160|13:31:00|49160|CANCELLED||
||billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|0.00M|0.00M|49146|00:00:00|49146|COMPLETED||
1106886|willll|billing=185,cpu=40,mem=728G,node=1|||0|00:00.230|0|COMPLETED|compute-hugemem|
||cpu=40,mem=728G,node=1|0|0.00M|0|00:00.228|0|COMPLETED||
||billing=185,cpu=40,mem=728G,node=1|0.00M|0.00M|0|00:00.002|0|COMPLETED||
1106886|willll|billing=185,cpu=40,mem=728G,node=1|||0|00:00.221|0|COMPLETED|compute-hugemem|
||cpu=40,mem=728G,node=1|0|0.00M|0|00:00.219|0|COMPLETED||
||billing=185,cpu=40,mem=728G,node=1|0.00M|0.00M|0|00:00.002|0|COMPLETED||
1106886|willll|billing=185,cpu=40,mem=728G,node=1|||1729880|15-17:27:40|43247|COMPLETED|compute-hugemem|
||cpu=40,mem=728G,node=1|1405975.04M|247681.76M|1729880|15-17:27:40|43247|COMPLETED||
||billing=185,cpu=40,mem=728G,node=1|0.00M|0.00M|1729920|00:00.002|43248|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||160|00:01.918|4|COMPLETED|compute|
||cpu=40,mem=170G,node=1|0|0.00M|160|00:01.916|4|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|160|00:00.002|4|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||200|00:04.005|5|COMPLETED|compute|
||cpu=40,mem=170G,node=1|0|0.00M|200|00:04.002|5|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|200|00:00.002|5|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||7360|52:48.206|184|CANCELLED|compute|
||cpu=40,mem=170G,node=1|3162.19M|3140.91M|7400|52:48.204|185|CANCELLED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|7360|00:00.002|184|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||22520|01:36:54|563|COMPLETED|compute|
||cpu=40,mem=170G,node=1|7402.47M|6817.31M|22520|01:36:54|563|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|22520|00:00.002|563|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||22640|01:37:20|566|COMPLETED|compute|
||cpu=40,mem=170G,node=1|7392.87M|6807.76M|22640|01:37:20|566|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|22640|00:00.002|566|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||1768200|16-19:31:46|44205|COMPLETED|compute|
||cpu=40,mem=170G,node=1|1345666.83M|243147.76M|1768200|16-19:31:46|44205|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|1768200|00:00.002|44205|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||1694520|15-22:01:32|42363|COMPLETED|compute|
||cpu=40,mem=170G,node=1|1363735.33M|244065.01M|1694520|15-22:01:32|42363|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|1694520|00:00.002|42363|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||9140480|103-08:37:10|228512|COMPLETED|compute|
||cpu=40,mem=170G,node=1|1233823.06M|323094.90M|9140480|103-08:37:10|228512|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|9140480|00:00.002|228512|COMPLETED||
1021418|dalba|billing=1,cpu=1,mem=1G,node=1|||20|00:02.005|20|FAILED|compute|
||billing=1,cpu=1,mem=1G,node=1|0|0|20|00:00.001|20|COMPLETED||
||cpu=1,mem=1G,node=1|0|0|19|00:02.003|19|FAILED||
1021418|dalba|billing=1,cpu=1,mem=1G,node=1|||154|00:01.952|154|CANCELLED by 1021418|compute|
||billing=1,cpu=1,mem=1G,node=1|0.00M|0.00M|154|00:00.001|154|COMPLETED||
||cpu=1,mem=1G,node=1|14.28M|0.00M|153|00:01.950|153|CANCELLED by 1021418||
1021418|dalba|billing=1,cpu=1,mem=1G,node=1|||3|00:00.953|3|FAILED|compute|
||cpu=1,mem=1G,node=1|0|0|3|00:00.951|3|FAILED||
||billing=1,cpu=1,mem=1G,node=1|0|0|3|00:00.001|3|COMPLETED||
991719|upanpra|billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|||29450|06:45:44|29450|COMPLETED|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|246463.81M|0.00M|29450|06:45:44|29450|COMPLETED||
||billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|0.00M|0.00M|29450|00:00:00|29450|COMPLETED||
991719|upanpra|billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|||22513|04:41:54|22513|COMPLETED|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|260155.04M|0.00M|22513|04:41:54|22513|COMPLETED||
||billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|0.00M|0.00M|22513|00:00:00|22513|COMPLETED||
991719|upanpra|billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|||38|00:01.682|38|FAILED|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|20.07M|0.00M|38|00:01.681|38|FAILED||
||billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|0.00M|0.00M|38|00:00:00|38|COMPLETED||
991719|upanpra|billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|||18714|04:40:20|18714|COMPLETED|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|259978.32M|0.00M|18714|04:40:20|18714|COMPLETED||
||billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|0.00M|0.00M|18714|00:00:00|18714|COMPLETED||
1156277|seunguk|billing=1,cpu=1,mem=1G,node=1|||3610|00:00.938|3610|TIMEOUT|compute|
||cpu=1,mem=1G,node=1|6.20M|0.04M|3610|00:00.936|3610|COMPLETED||
||billing=1,cpu=1,mem=1G,node=1|0.00M|0.00M|3610|00:00.001|3610|COMPLETED||
786425|galinp|billing=74,cpu=40,mem=170G,node=1|||331960|3-16:43:35|8299|FAILED|compute|
||cpu=40,mem=170G,node=1|305908.80M|87545.25M|331960|3-16:43:35|8299|FAILED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|331960|00:00.002|8299|COMPLETED||
1156277|seunguk|billing=15,cpu=13,mem=13G,node=13|||28938|03:35.683|2226|FAILED|compute|
||cpu=1,mem=1G,node=1|222.01M|195.42M|2226|00:13.415|2226|FAILED||
||billing=15,cpu=13,mem=13G,node=13|61.35M|22.43M|28951|03:22.048|2227|COMPLETED||
||cpu=13,mem=13G,node=13|0|0|0|00:00.124|0|FAILED||
||cpu=13,mem=13G,node=13|0|0|0|00:00.094|0|COMPLETED||
1156277|seunguk|billing=15,cpu=13,mem=13G,node=13|||2405|00:16.495|185|FAILED|compute|
||cpu=1,mem=1G,node=1|51.71M|53.86M|185|00:02.366|185|FAILED||
||billing=15,cpu=13,mem=13G,node=13|5.09M|5.98M|2405|00:14.026|185|COMPLETED||
||cpu=13,mem=13G,node=13|0|0|0|00:00.102|0|COMPLETED||
1156277|seunguk|billing=15,cpu=13,mem=13G,node=13|||135291|05:52.685|10407|FAILED|compute|
||cpu=1,mem=1G,node=1|220.32M|193.95M|10407|00:22.519|10407|FAILED||
||billing=15,cpu=13,mem=13G,node=13|95.50M|46.57M|135304|05:30.044|10408|COMPLETED||
||cpu=13,mem=13G,node=13|0|0|0|00:00.120|0|COMPLETED||
1156277|seunguk|billing=15,cpu=13,mem=13G,node=13|||6344|06:08.314|488|FAILED|compute|
||cpu=1,mem=1G,node=1|218.75M|193.93M|488|00:09.132|488|FAILED||
||billing=15,cpu=13,mem=13G,node=13|111.63M|54.88M|6357|05:59.050|489|COMPLETED||
||cpu=13,mem=13G,node=13|0|0|0|00:00.131|0|COMPLETED||
1156277|seunguk|billing=15,cpu=13,mem=13G,node=13|||398047|02:21:50|30619|FAILED|compute|
||cpu=1,mem=1G,node=1|222.35M|194.07M|30619|00:42.352|30619|FAILED||
||billing=15,cpu=13,mem=13G,node=13|4407.72M|6405.58M|398060|02:21:08|30620|COMPLETED||
||cpu=13,mem=13G,node=13|0|0|0|00:00.136|0|COMPLETED||
841398|zheng94|billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|||190833|2-04:42:23|190833|CANCELLED by 841398|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|8705.79M|169213.37M|190840|2-04:42:23|190840|CANCELLED||
||billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|0.00M|0.00M|190835|00:00:00|190835|COMPLETED||
1193164|shumilov|billing=75,cpu=40,mem=175G,node=1|||1120|00:02.856|28|COMPLETED|compute|
||cpu=40,mem=175G,node=1|0|0.00M|1120|00:02.854|28|COMPLETED||
||billing=75,cpu=40,mem=175G,node=1|0.00M|0.00M|1120|00:00.002|28|COMPLETED||
1193164|shumilov|billing=75,cpu=40,mem=175G,node=1|||12920|00:01.497|323|COMPLETED|compute|
||cpu=40,mem=175G,node=1|23.38M|31.75M|12920|00:01.494|323|COMPLETED||
||billing=75,cpu=40,mem=175G,node=1|0.00M|0.00M|12920|00:00.002|323|COMPLETED||
1021418|dalba|billing=1,cpu=1,mem=1G,node=1|||67|00:01.080|67|FAILED|compute|
||billing=1,cpu=1,mem=1G,node=1|0.00M|0.00M|67|00:00.001|67|COMPLETED||
||cpu=1,mem=1G,node=1|14.28M|0.00M|66|00:01.078|66|CANCELLED by 1021418||
841398|zheng94|billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|||147578|1-16:45:06|147578|CANCELLED by 841398|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|8187.59M|137801.15M|147585|1-16:45:06|147585|CANCELLED||
||billing=97,cpu=1,gres/gpu:2080ti=2,gres/gpu=2,mem=32G,node=1|0.00M|0.00M|147579|00:00:00|147579|COMPLETED||
991719|upanpra|billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|||27034|06:19:09|27034|COMPLETED|gpu-2080ti|
||cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|246688.72M|0.00M|27034|06:19:09|27034|COMPLETED||
||billing=66,cpu=1,gres/gpu:2080ti=1,gres/gpu=1,mem=100G,node=1|0.00M|0.00M|27034|00:00:00|27034|COMPLETED||
1021418|dalba|billing=1,cpu=1,mem=1G,node=1|||38|00:01.071|38|FAILED|compute|
||billing=1,cpu=1,mem=1G,node=1|0.00M|0.00M|38|00:00.001|38|COMPLETED||
||cpu=1,mem=1G,node=1|14.28M|0.00M|37|00:01.069|37|CANCELLED by 1021418||
1156277|seunguk|billing=3,cpu=3,mem=3G,node=3|||53685|01:58:36|17895|FAILED|compute|
||cpu=1,mem=1G,node=1|217.21M|193.95M|17895|00:22.947|17895|FAILED||
||billing=3,cpu=3,mem=3G,node=3|19011.69M|27539.14M|53688|01:58:14|17896|COMPLETED||
||cpu=3,mem=3G,node=3|0|0|0|00:00.022|0|COMPLETED||
1021418|dalba|billing=1,cpu=1,mem=1G,node=1|||33|00:00.896|33|FAILED|compute|
||billing=1,cpu=1,mem=1G,node=1|0.00M|0.00M|33|00:00.001|33|COMPLETED||
||cpu=1,mem=1G,node=1|14.28M|0.00M|32|00:00.894|32|CANCELLED by 1021418||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||6727720|74-09:05:15|168193|COMPLETED|compute|
||cpu=40,mem=170G,node=1|2698327.57M|261954.59M|6727720|74-09:05:15|168193|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|6727720|00:00.002|168193|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||320|00:01.435|8|FAILED|compute|
||cpu=40,mem=170G,node=1|0|0.00M|320|00:01.433|8|FAILED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|320|00:00.002|8|COMPLETED||
1106886|willll|billing=185,cpu=40,mem=728G,node=1|||5983800|55-13:54:32|149595|COMPLETED|compute-hugemem|
||cpu=40,mem=728G,node=1|5599712.06M|938981.85M|5983800|55-13:54:32|149595|COMPLETED||
||billing=185,cpu=40,mem=728G,node=1|0.00M|0.00M|5983800|00:00.002|149595|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||80|00:01.668|2|COMPLETED|compute|
||cpu=40,mem=170G,node=1|0|0.00M|80|00:01.666|2|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|80|00:00.002|2|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||80|00:06.462|2|COMPLETED|compute|
||cpu=40,mem=170G,node=1|0|0.00M|80|00:06.460|2|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|80|00:00.002|2|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||3018960|34-13:18:08|75474|COMPLETED|compute|
||cpu=40,mem=170G,node=1|1759876.40M|373986.45M|3018960|34-13:18:08|75474|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|3018960|00:00.002|75474|COMPLETED||
1106886|willll|billing=74,cpu=40,mem=170G,node=1|||5722280|54-00:07:19|143057|COMPLETED|compute|
||cpu=40,mem=170G,node=1|5443141.90M|923146.46M|5722280|54-00:07:19|143057|COMPLETED||
||billing=74,cpu=40,mem=170G,node=1|0.00M|0.00M|5722280|00:00.002|143057|COMPLETED||
1021418|dalba|billing=1,cpu=1,mem=1G,node=1|||84|00:00.650|84|FAILED|compute|
||billing=1,cpu=1,mem=1G,node=1|0.00M|0.00M|84|00:00.001|84|COMPLETED||
||cpu=1,mem=1G,node=1|14.28M|0.00M|83|00:00.648|83|CANCELLED by 1021418||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||960|00:05.378|6|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|240|00:05.369|6|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|960|00:00.008|6|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||960|00:05.495|6|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|240|00:05.486|6|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|960|00:00.008|6|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.430|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.421|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.008|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.360|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.351|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.008|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.363|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.354|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.009|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.422|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.413|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.008|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.380|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.371|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.008|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||800|00:05.486|5|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|200|00:05.477|5|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|800|00:00.008|5|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.353|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.344|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.008|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||640|00:05.376|4|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|160|00:05.367|4|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|640|00:00.009|4|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||960|00:05.445|6|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|240|00:05.436|6|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|960|00:00.008|6|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||960|00:05.409|6|FAILED|compute|
||cpu=40,mem=100G,node=1|0|0.00M|240|00:05.401|6|FAILED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|960|00:00.008|6|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||320|00:03.158|2|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:03.149|3|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|320|00:00.008|2|COMPLETED||
453273|novalex|billing=240,cpu=160,mem=400G,node=4|||320|00:00.147|2|CANCELLED by 453273|compute|
||cpu=40,mem=100G,node=1|0|0.00M|120|00:00.139|3|CANCELLED||
||billing=240,cpu=160,mem=400G,node=4|0.00M|0.00M|320|00:00.008|2|COMPLETED||
453273|novalex||||0|00:00:00|0|CANCELLED by 453273|compute|
987662|ryan777|billing=74,cpu=40,mem=170G,node=1|||320|01:02.653|8|FAILED|compute|
||cpu=40,mem=170G,node=1|0|0.00M|320|00:01.642|8|FAILED||
